dataset,id,dataset_url,omicsdi_url,omicsdi_api_url,local_path
metabolights,MTBLS29,http://www.ebi.ac.uk/metabolights/MTBLS29,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS29,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS29.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS29
metabolights,MTBLS61,http://www.ebi.ac.uk/metabolights/MTBLS61,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS61,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS61.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS61
metabolights,MTBLS127,http://www.ebi.ac.uk/metabolights/MTBLS127,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS127,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS127.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS127
metabolights,MTBLS30,http://www.ebi.ac.uk/metabolights/MTBLS30,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS30,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS30.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS30
metabolights,MTBLS128,http://www.ebi.ac.uk/metabolights/MTBLS128,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS128,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS128.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS128
metabolights,MTBLS10,http://www.ebi.ac.uk/metabolights/MTBLS10,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS10,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS10.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS10
metabolights,MTBLS52,http://www.ebi.ac.uk/metabolights/MTBLS52,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS52,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS52.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS52
metabolights,MTBLS19,http://www.ebi.ac.uk/metabolights/MTBLS19,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS19,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS19.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS19
metabolights,MTBLS157,http://www.ebi.ac.uk/metabolights/MTBLS157,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS157,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS157.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS157
metabolights,MTBLS124,http://www.ebi.ac.uk/metabolights/MTBLS124,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS124,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS124.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS124
metabolights,MTBLS105,http://www.ebi.ac.uk/metabolights/MTBLS105,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS105,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS105.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS105
metabolights,MTBLS14,http://www.ebi.ac.uk/metabolights/MTBLS14,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS14,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS14.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS14
metabolights,MTBLS218,http://www.ebi.ac.uk/metabolights/MTBLS218,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS218,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS218.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS218
metabolights,MTBLS92,http://www.ebi.ac.uk/metabolights/MTBLS92,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS92,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS92.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS92
metabolights,MTBLS31,http://www.ebi.ac.uk/metabolights/MTBLS31,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS31,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS31.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS31
metabolights,MTBLS33,http://www.ebi.ac.uk/metabolights/MTBLS33,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS33,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS33.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS33
metabolights,MTBLS112,http://www.ebi.ac.uk/metabolights/MTBLS112,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS112,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS112.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS112
metabolights,MTBLS6,http://www.ebi.ac.uk/metabolights/MTBLS6,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS6,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS6.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS6
metabolights,MTBLS71,http://www.ebi.ac.uk/metabolights/MTBLS71,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS71,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS71.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS71
metabolights,MTBLS175,http://www.ebi.ac.uk/metabolights/MTBLS175,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS175,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS175.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS175
metabolights,MTBLS177,http://www.ebi.ac.uk/metabolights/MTBLS177,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS177,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS177.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS177
metabolights,MTBLS79,http://www.ebi.ac.uk/metabolights/MTBLS79,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS79,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS79.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS79
metabolights,MTBLS26,http://www.ebi.ac.uk/metabolights/MTBLS26,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS26,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS26.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS26
metabolights,MTBLS77,http://www.ebi.ac.uk/metabolights/MTBLS77,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS77,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS77.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS77
metabolights,MTBLS100,http://www.ebi.ac.uk/metabolights/MTBLS100,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS100,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS100.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS100
metabolights,MTBLS169,http://www.ebi.ac.uk/metabolights/MTBLS169,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS169,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS169.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS169
metabolights,MTBLS44,http://www.ebi.ac.uk/metabolights/MTBLS44,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS44,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS44.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS44
metabolights,MTBLS170,http://www.ebi.ac.uk/metabolights/MTBLS170,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS170,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS170.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS170
metabolights,MTBLS90,http://www.ebi.ac.uk/metabolights/MTBLS90,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS90,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS90.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS90
metabolights,MTBLS54,http://www.ebi.ac.uk/metabolights/MTBLS54,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS54,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS54.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS54
metabolights,MTBLS59,http://www.ebi.ac.uk/metabolights/MTBLS59,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS59,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS59.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS59
metabolights,MTBLS166,http://www.ebi.ac.uk/metabolights/MTBLS166,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS166,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS166.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS166
metabolights,MTBLS99,http://www.ebi.ac.uk/metabolights/MTBLS99,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS99,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS99.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS99
metabolights,MTBLS72,http://www.ebi.ac.uk/metabolights/MTBLS72,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS72,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS72.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS72
metabolights,MTBLS93,http://www.ebi.ac.uk/metabolights/MTBLS93,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS93,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS93.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS93
metabolights,MTBLS161,http://www.ebi.ac.uk/metabolights/MTBLS161,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS161,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS161.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS161
metabolights,MTBLS212,http://www.ebi.ac.uk/metabolights/MTBLS212,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS212,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS212.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS212
metabolights,MTBLS11,http://www.ebi.ac.uk/metabolights/MTBLS11,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS11,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS11.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS11
metabolights,MTBLS163,http://www.ebi.ac.uk/metabolights/MTBLS163,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS163,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS163.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS163
metabolights,MTBLS96,http://www.ebi.ac.uk/metabolights/MTBLS96,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS96,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS96.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS96
metabolights,MTBLS119,http://www.ebi.ac.uk/metabolights/MTBLS119,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS119,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS119.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS119
metabolights,MTBLS113,http://www.ebi.ac.uk/metabolights/MTBLS113,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS113,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS113.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS113
metabolights,MTBLS4,http://www.ebi.ac.uk/metabolights/MTBLS4,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS4,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS4.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS4
metabolights,MTBLS156,http://www.ebi.ac.uk/metabolights/MTBLS156,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS156,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS156.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS156
metabolights,MTBLS104,http://www.ebi.ac.uk/metabolights/MTBLS104,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS104,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS104.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS104
metabolights,MTBLS203,http://www.ebi.ac.uk/metabolights/MTBLS203,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS203,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS203.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS203
metabolights,MTBLS165,http://www.ebi.ac.uk/metabolights/MTBLS165,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS165,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS165.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS165
metabolights,MTBLS43,http://www.ebi.ac.uk/metabolights/MTBLS43,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS43,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS43.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS43
metabolights,MTBLS41,http://www.ebi.ac.uk/metabolights/MTBLS41,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS41,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS41.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS41
metabolights,MTBLS5,http://www.ebi.ac.uk/metabolights/MTBLS5,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS5,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS5.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS5
metabolights,MTBLS214,http://www.ebi.ac.uk/metabolights/MTBLS214,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS214,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS214.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS214
metabolights,MTBLS28,http://www.ebi.ac.uk/metabolights/MTBLS28,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS28,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS28.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS28
metabolights,MTBLS202,http://www.ebi.ac.uk/metabolights/MTBLS202,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS202,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS202.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS202
metabolights,MTBLS148,http://www.ebi.ac.uk/metabolights/MTBLS148,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS148,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS148.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS148
metabolights,MTBLS32,http://www.ebi.ac.uk/metabolights/MTBLS32,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS32,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS32.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS32
metabolights,MTBLS85,http://www.ebi.ac.uk/metabolights/MTBLS85,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS85,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS85.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS85
metabolights,MTBLS55,http://www.ebi.ac.uk/metabolights/MTBLS55,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS55,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS55.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS55
metabolights,MTBLS34,http://www.ebi.ac.uk/metabolights/MTBLS34,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS34,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS34.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS34
metabolights,MTBLS37,http://www.ebi.ac.uk/metabolights/MTBLS37,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS37,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS37.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS37
metabolights,MTBLS213,http://www.ebi.ac.uk/metabolights/MTBLS213,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS213,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS213.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS213
metabolights,MTBLS16,http://www.ebi.ac.uk/metabolights/MTBLS16,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS16,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS16.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS16
metabolights,MTBLS36,http://www.ebi.ac.uk/metabolights/MTBLS36,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS36,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS36.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS36
metabolights,MTBLS2,http://www.ebi.ac.uk/metabolights/MTBLS2,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS2,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS2.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS2
metabolights,MTBLS91,http://www.ebi.ac.uk/metabolights/MTBLS91,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS91,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS91.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS91
metabolights,MTBLS176,http://www.ebi.ac.uk/metabolights/MTBLS176,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS176,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS176.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS176
metabolights,MTBLS49,http://www.ebi.ac.uk/metabolights/MTBLS49,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS49,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS49.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS49
metabolights,MTBLS86,http://www.ebi.ac.uk/metabolights/MTBLS86,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS86,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS86.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS86
metabolights,MTBLS171,http://www.ebi.ac.uk/metabolights/MTBLS171,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS171,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS171.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS171
metabolights,MTBLS81,http://www.ebi.ac.uk/metabolights/MTBLS81,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS81,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS81.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS81
metabolights,MTBLS42,http://www.ebi.ac.uk/metabolights/MTBLS42,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS42,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS42.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS42
metabolights,MTBLS102,http://www.ebi.ac.uk/metabolights/MTBLS102,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS102,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS102.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS102
metabolights,MTBLS140,http://www.ebi.ac.uk/metabolights/MTBLS140,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS140,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS140.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS140
metabolights,MTBLS188,http://www.ebi.ac.uk/metabolights/MTBLS188,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS188,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS188.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS188
metabolights,MTBLS123,http://www.ebi.ac.uk/metabolights/MTBLS123,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS123,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS123.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS123
metabolights,MTBLS143,http://www.ebi.ac.uk/metabolights/MTBLS143,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS143,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS143.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS143
metabolights,MTBLS7,http://www.ebi.ac.uk/metabolights/MTBLS7,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS7,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS7.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS7
metabolights,MTBLS137,http://www.ebi.ac.uk/metabolights/MTBLS137,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS137,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS137.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS137
metabolights,MTBLS35,http://www.ebi.ac.uk/metabolights/MTBLS35,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS35,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS35.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS35
metabolights,MTBLS219,http://www.ebi.ac.uk/metabolights/MTBLS219,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS219,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS219.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS219
metabolights,MTBLS155,http://www.ebi.ac.uk/metabolights/MTBLS155,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS155,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS155.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS155
metabolights,MTBLS75,http://www.ebi.ac.uk/metabolights/MTBLS75,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS75,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS75.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS75
metabolights,MTBLS24,http://www.ebi.ac.uk/metabolights/MTBLS24,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS24,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS24.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS24
metabolights,MTBLS150,http://www.ebi.ac.uk/metabolights/MTBLS150,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS150,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS150.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS150
metabolights,MTBLS146,http://www.ebi.ac.uk/metabolights/MTBLS146,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS146,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS146.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS146
metabolights,MTBLS125,http://www.ebi.ac.uk/metabolights/MTBLS125,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS125,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS125.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS125
metabolights,MTBLS13,http://www.ebi.ac.uk/metabolights/MTBLS13,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS13,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS13.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS13
metabolights,MTBLS57,http://www.ebi.ac.uk/metabolights/MTBLS57,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS57,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS57.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS57
metabolights,MTBLS47,http://www.ebi.ac.uk/metabolights/MTBLS47,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS47,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS47.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS47
metabolights,MTBLS152,http://www.ebi.ac.uk/metabolights/MTBLS152,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS152,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS152.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS152
metabolights,MTBLS69,http://www.ebi.ac.uk/metabolights/MTBLS69,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS69,https://www.omicsdi.org/ws/dataset/metabolights_dataset/MTBLS69.json,/ebi/ftp/pub/databases/metabolights/studies/public/MTBLS69
